pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Year,Month,Day_from_date
1017.0,28.5,25.9,24.5,22.9,84,58,yes,5.9,70.0,22.1,2032,4,11
1016.7,23.1,20.8,19.2,16.9,79,83,yes,0.5,30.0,13.3,2032,4,12
1008.8,30.4,26.9,25.0,24.3,86,87,yes,0.7,20.0,9.8,2032,4,13
1010.5,30.9,28.1,26.2,25.1,84,85,no,2.0,180.0,15.4,2032,4,14
1006.1,33.3,29.6,27.6,24.4,74,27,no,10.8,220.0,8.7,2032,4,15
1009.1,35.1,31.3,29.4,26.3,75,57,yes,9.9,160.0,11.9,2032,4,16
1013.7,26.6,24.3,21.1,19.9,77,85,yes,0.6,20.0,30.2,2032,4,17
1011.9,31.0,28.1,26.9,24.5,81,86,yes,2.1,70.0,32.2,2032,4,18
1017.5,17.3,16.6,15.3,9.8,64,77,yes,0.1,40.0,22.0,2032,4,19
1015.3,25.5,21.5,19.1,18.9,86,83,no,6.1,50.0,4.5,2032,4,20
1019.0,20.4,18.4,16.0,12.6,69,70,yes,2.2,10.0,26.8,2032,4,21
1019.0,24.9,23.1,21.0,16.8,67,88,yes,0.0,50.0,28.2,2032,4,22
1009.5,28.5,27.2,26.0,24.5,86,87,yes,1.3,200.0,24.2,2032,4,23
1015.8,30.3,26.7,24.8,23.3,82,58,yes,7.7,50.0,12.8,2032,4,24
1013.0,31.7,28.8,26.4,25.3,81,84,yes,2.9,30.0,7.9,2032,4,25
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2032,4,26
1013.8,29.4,25.8,23.3,20.4,73,20,no,10.5,30.0,9.9,2032,4,27
1006.1,33.3,29.6,27.6,24.4,74,27,no,10.8,220.0,8.7,2032,4,28
1018.0,16.5,15.3,14.2,12.4,83,89,yes,1.1,20.0,26.7,2032,4,29
1008.5,33.2,30.6,29.0,26.2,78,69,no,9.2,230.0,23.7,2032,4,30
1014.6,22.9,21.6,20.2,19.5,88,89,yes,0.2,40.0,20.9,2032,5,1
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2032,5,2
1007.5,32.6,29.0,25.8,26.5,87,88,yes,5.4,130.0,22.5,2032,5,3
1023.9,19.6,14.8,11.6,4.3,52,0,no,10.2,40.0,16.7,2032,5,4
1012.0,31.2,28.2,26.5,23.0,74,44,yes,10.1,70.0,26.2,2032,5,5
1012.2,31.4,28.0,25.9,22.1,71,46,no,9.3,60.0,41.3,2032,5,6
1019.0,20.4,18.4,16.0,12.6,69,70,yes,2.2,10.0,26.8,2032,5,7
1008.5,33.7,30.3,27.6,24.9,74,32,no,11.8,260.0,21.9,2032,5,8
1026.4,20.5,17.8,15.5,13.0,74,66,no,5.7,20.0,23.3,2032,5,9
1014.5,25.3,21.9,19.9,19.5,86,83,no,3.6,50.0,8.3,2032,5,10
1015.6,23.8,21.3,19.8,19.6,90,81,yes,1.5,40.0,14.5,2032,5,11
1008.7,31.5,29.4,27.3,25.8,82,84,yes,1.8,190.0,25.1,2032,5,12
1016.8,24.7,22.3,21.1,20.7,91,70,yes,6.0,40.0,9.4,2032,5,13
1016.8,26.2,25.4,24.5,22.3,83,81,yes,0.8,80.0,28.9,2032,5,14
1006.7,31.4,29.4,28.2,25.9,82,88,yes,1.6,230.0,23.2,2032,5,15
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2032,5,16
1006.2,29.6,27.8,26.5,24.8,84,87,yes,3.1,230.0,11.0,2032,5,17
1012.0,21.9,19.5,17.2,19.0,97,92,yes,0.1,30.0,13.1,2032,5,18
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2032,5,19
1009.5,28.5,27.2,26.0,24.5,86,87,yes,1.3,200.0,24.2,2032,5,20
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2032,5,21
1008.6,35.0,30.8,28.3,25.5,74,28,no,11.0,130.0,8.3,2032,5,22
1006.8,30.3,28.9,26.4,26.2,86,83,yes,0.2,230.0,14.3,2032,5,23
1012.4,27.8,25.5,24.4,22.2,82,88,yes,1.2,50.0,24.9,2032,5,24
1011.5,23.4,22.2,20.4,20.9,92,90,yes,0.5,50.0,23.7,2032,5,25
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2032,5,26
1010.6,31.0,28.7,27.1,25.1,81,69,no,4.7,170.0,12.1,2032,5,27
1008.8,32.1,29.8,28.0,26.0,80,73,yes,9.8,220.0,22.8,2032,5,28
1008.1,33.2,30.6,29.0,26.4,79,69,yes,8.5,240.0,25.1,2032,5,29
1012.5,25.9,23.1,21.3,21.1,89,76,no,3.5,200.0,10.2,2032,5,30
1008.1,28.4,26.6,23.7,24.3,87,84,yes,0.3,220.0,12.0,2032,5,31
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2032,6,1
1006.7,32.8,29.0,25.8,20.6,61,30,no,11.1,10.0,16.4,2032,6,2
1025.9,18.9,17.7,16.4,13.3,75,78,yes,4.6,70.0,33.4,2032,6,3
1015.0,31.8,28.5,26.8,24.0,77,47,yes,8.6,70.0,14.5,2032,6,4
1014.4,26.7,23.1,20.1,20.8,87,81,yes,1.2,80.0,19.6,2032,6,5
1019.4,22.3,20.8,19.6,16.5,77,93,yes,0.0,20.0,27.9,2032,6,6
1005.7,31.7,28.2,26.6,25.7,86,79,yes,6.5,,,2032,6,7
1013.5,17.1,16.4,15.5,15.6,95,93,yes,0.0,60.0,40.0,2032,6,8
1017.4,21.8,20.5,20.1,18.1,86,88,yes,0.0,70.0,35.3,2032,6,9
1007.3,32.8,29.2,26.3,25.4,81,77,yes,6.5,220.0,13.9,2032,6,10
1007.6,30.3,27.7,24.5,25.6,89,89,yes,1.2,200.0,24.0,2032,6,11
1013.3,24.4,22.3,20.7,20.8,91,78,yes,1.0,40.0,14.8,2032,6,12
1019.5,25.8,23.7,22.3,18.8,74,82,yes,2.4,70.0,32.9,2032,6,13
1018.9,25.2,22.4,20.4,17.7,75,56,yes,6.0,100.0,15.7,2032,6,14
1012.5,29.1,25.5,23.5,19.3,70,43,no,9.7,60.0,8.9,2032,6,15
1020.9,24.5,22.9,20.5,17.8,73,61,no,4.3,20.0,29.6,2032,6,16
1008.0,33.8,30.2,28.4,25.8,78,67,yes,10.2,220.0,18.1,2032,6,17
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2032,6,18
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2032,6,19
1017.7,14.5,13.6,12.7,11.4,87,100,yes,0.0,50.0,36.0,2032,6,20
1015.6,26.3,25.5,24.7,22.4,83,81,yes,0.5,80.0,30.2,2032,6,21
1015.6,23.8,21.3,19.8,19.6,90,81,yes,1.5,40.0,14.5,2032,6,22
1024.7,17.5,15.5,13.8,11.7,79,79,yes,5.0,20.0,9.1,2032,6,23
1021.3,21.1,19.4,17.1,16.2,82,87,yes,1.6,50.0,22.5,2032,6,24
1007.9,33.7,30.0,27.8,25.8,79,78,yes,9.1,220.0,11.9,2032,6,25
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2032,6,26
1013.9,26.3,24.1,22.9,19.6,76,68,yes,6.0,90.0,30.5,2032,6,27
1010.5,28.1,24.7,20.6,22.7,89,81,yes,3.5,210.0,15.3,2032,6,28
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2032,6,29
1014.6,26.5,23.0,21.0,20.7,87,88,no,2.3,50.0,9.2,2032,6,30
1006.4,29.1,27.5,26.0,25.5,89,88,yes,1.2,130.0,32.5,2032,7,1
1014.8,18.2,17.1,16.4,16.3,95,95,yes,0.1,60.0,38.3,2032,7,2
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2032,7,3
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2032,7,4
1020.9,23.8,18.7,15.4,14.0,75,46,no,10.0,40.0,14.7,2032,7,5
1012.5,28.4,24.6,22.0,22.3,87,80,yes,4.8,30.0,7.3,2032,7,6
1012.4,31.6,27.9,26.5,23.1,76,82,yes,4.2,10.0,30.6,2032,7,7
1017.4,21.8,20.5,20.1,18.1,86,88,yes,0.0,70.0,35.3,2032,7,8
1008.9,33.0,30.1,27.7,26.0,79,78,yes,5.3,190.0,21.9,2032,7,9
1034.6,7.1,4.9,3.1,2.2,61,96,yes,0.0,20.0,59.5,2032,7,10
1007.7,32.8,30.1,28.1,25.7,77,59,no,10.4,230.0,16.6,2032,7,11
1019.9,18.5,17.3,16.1,13.7,79,86,no,0.6,20.0,23.9,2032,7,12
1007.9,32.3,29.9,26.7,25.8,79,78,yes,4.1,220.0,25.1,2032,7,13
1021.9,15.0,13.7,11.7,11.8,89,95,yes,0.0,40.0,18.6,2032,7,14
1023.6,20.2,15.8,12.6,9.8,68,22,no,11.1,70.0,13.4,2032,7,15
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2032,7,16
1018.9,22.3,20.6,19.1,18.8,90,88,yes,1.0,50.0,16.9,2032,7,17
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2032,7,18
1000.0,32.9,30.6,28.0,24.2,69,30,yes,7.6,220.0,11.7,2032,7,19
1011.4,23.5,21.1,20.6,20.6,97,88,yes,0.0,30.0,20.0,2032,7,20
1015.9,21.3,20.7,20.2,19.9,95,81,yes,0.0,40.0,13.7,2032,7,21
1011.4,28.2,25.8,23.2,23.4,87,82,yes,2.7,40.0,9.2,2032,7,22
1007.4,29.0,27.4,25.8,25.0,87,88,yes,0.9,40.0,5.7,2032,7,23
1016.8,26.6,25.9,25.4,21.7,77,77,yes,3.0,80.0,37.5,2032,7,24
1006.8,27.9,26.6,25.8,25.2,92,88,yes,0.0,220.0,5.9,2032,7,25
1006.8,30.3,28.9,26.4,26.2,86,83,yes,0.2,230.0,14.3,2032,7,26
1018.9,16.2,14.1,10.3,12.9,92,100,yes,0.0,50.0,35.3,2032,7,27
1017.8,22.3,21.1,19.8,19.6,91,79,yes,0.0,40.0,15.0,2032,7,28
1025.9,18.9,17.7,16.4,13.3,75,78,yes,4.6,70.0,33.4,2032,7,29
1024.4,24.8,18.5,14.4,10.1,61,19,no,10.7,40.0,16.9,2032,7,30
1023.6,14.3,12.5,10.3,8.6,77,88,yes,0.3,40.0,21.3,2032,7,31
1022.2,15.6,12.4,10.7,11.2,93,96,yes,0.0,20.0,31.9,2032,8,1
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2032,8,2
1016.9,25.9,24.9,24.0,21.4,81,88,yes,1.1,80.0,46.3,2032,8,3
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2032,8,4
1005.9,34.0,30.2,27.9,25.6,77,53,yes,10.5,270.0,11.3,2032,8,5
1008.1,28.4,26.6,23.7,24.3,87,84,yes,0.3,220.0,12.0,2032,8,6
1024.7,19.7,16.5,14.6,11.5,73,43,no,9.9,70.0,34.2,2032,8,7
1002.2,33.4,30.0,26.9,25.5,77,70,no,7.7,350.0,13.6,2032,8,8
1008.3,29.1,26.2,23.8,17.3,58,78,no,7.5,10.0,17.2,2032,8,9
1024.4,11.2,10.4,9.4,6.8,79,94,yes,0.0,10.0,27.3,2032,8,10
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2032,8,11
1010.2,28.2,25.3,23.1,16.7,59,79,no,4.4,20.0,17.3,2032,8,12
1008.9,35.5,31.4,28.9,26.1,74,39,no,10.6,150.0,9.1,2032,8,13
1012.1,29.8,26.6,24.4,23.7,85,75,yes,7.7,50.0,15.7,2032,8,14
1019.5,25.8,23.7,22.3,18.8,74,82,yes,2.4,70.0,32.9,2032,8,15
1007.3,32.8,29.2,26.3,25.4,81,77,yes,6.5,220.0,13.9,2032,8,16
1006.3,31.2,29.1,26.8,26.1,84,67,yes,5.0,270.0,6.9,2032,8,17
1015.6,30.1,26.5,24.3,22.1,77,48,no,9.5,60.0,10.3,2032,8,18
1006.9,26.2,25.2,24.3,24.2,94,88,yes,0.1,40.0,22.3,2032,8,19
1006.6,33.0,30.1,28.0,25.9,78,83,yes,6.8,180.0,33.0,2032,8,20
1015.6,26.3,25.5,24.7,22.4,83,81,yes,0.5,80.0,30.2,2032,8,21
1011.4,23.5,21.1,20.6,20.6,97,88,yes,0.0,30.0,20.0,2032,8,22
1024.9,17.4,13.6,11.2,0.3,39,13,no,10.2,20.0,44.7,2032,8,23
1020.1,17.6,16.4,15.3,12.5,78,84,no,1.0,60.0,38.0,2032,8,24
1015.3,25.5,21.5,19.1,18.9,86,83,no,6.1,50.0,4.5,2032,8,25
1019.4,22.3,20.8,19.6,16.5,77,93,yes,0.0,20.0,27.9,2032,8,26
1018.9,25.2,22.4,20.4,17.7,75,56,yes,6.0,100.0,15.7,2032,8,27
1018.2,28.4,26.4,25.5,22.9,81,61,yes,7.0,90.0,24.2,2032,8,28
1010.9,27.7,25.8,24.5,24.8,94,88,yes,0.0,110.0,16.5,2032,8,29
1025.4,18.2,16.2,13.8,8.7,62,71,no,2.1,30.0,29.0,2032,8,30
1016.7,26.6,24.5,23.3,19.8,76,35,yes,9.8,70.0,31.2,2032,8,31
999.0,35.6,31.5,26.4,26.4,75,57,yes,10.0,280.0,25.0,2032,9,1
1020.9,23.8,18.7,15.4,14.0,75,46,no,10.0,40.0,14.7,2032,9,2
1021.8,18.8,15.2,13.3,10.9,76,45,no,9.2,40.0,9.1,2032,9,3
1032.6,10.8,7.4,4.3,3.7,46,25,no,10.1,20.0,28.7,2032,9,4
1007.5,32.6,29.0,25.8,26.5,87,88,yes,5.4,130.0,22.5,2032,9,5
1013.0,30.7,27.0,24.8,21.6,73,50,no,8.3,80.0,9.9,2032,9,6
1024.9,17.4,13.6,11.2,0.3,39,13,no,10.2,20.0,44.7,2032,9,7
1006.4,29.1,27.5,26.0,25.5,89,88,yes,1.2,130.0,32.5,2032,9,8
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2032,9,9
1010.4,28.2,26.0,24.7,23.0,84,78,yes,4.6,50.0,12.5,2032,9,10
1008.1,30.7,28.1,26.3,25.4,86,75,yes,5.7,20.0,9.5,2032,9,11
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2032,9,12
1008.4,34.0,30.4,28.0,24.6,72,21,no,12.1,240.0,16.0,2032,9,13
1017.7,17.1,16.1,15.1,15.3,95,100,yes,0.0,50.0,26.2,2032,9,14
1006.7,32.8,29.0,25.8,20.6,61,30,no,11.1,10.0,16.4,2032,9,15
1014.6,22.9,21.6,20.2,19.5,88,89,yes,0.2,40.0,20.9,2032,9,16
1026.1,18.1,13.7,9.9,1.7,36,2,no,10.2,20.0,20.5,2032,9,17
1020.1,17.6,16.4,15.3,12.5,78,84,no,1.0,60.0,38.0,2032,9,18
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2032,9,19
1021.2,18.6,14.8,12.3,8.4,66,18,no,10.1,20.0,24.4,2032,9,20
1014.8,24.6,21.7,17.4,18.1,81,82,yes,3.9,20.0,15.3,2032,9,21
1015.6,30.1,26.5,24.3,22.1,77,48,no,9.5,60.0,10.3,2032,9,22
1010.5,30.8,29.3,27.7,26.0,83,81,yes,2.3,200.0,19.8,2032,9,23
1014.6,22.9,21.6,20.2,19.5,88,89,yes,0.2,40.0,20.9,2032,9,24
1020.3,20.6,19.9,18.7,17.6,87,88,yes,0.3,60.0,27.3,2032,9,25
1024.7,17.5,15.5,13.8,11.7,79,79,yes,5.0,20.0,9.1,2032,9,26
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2032,9,27
1022.4,20.4,18.4,15.3,9.7,57,44,no,8.6,60.0,39.3,2032,9,28
1018.1,26.6,24.7,23.1,20.4,77,83,yes,3.0,80.0,29.8,2032,9,29
1020.2,17.7,15.3,12.7,14.9,98,99,yes,0.0,70.0,42.0,2032,9,30
1008.1,28.4,26.6,23.7,24.3,87,84,yes,0.3,220.0,12.0,2032,10,1
1016.7,28.4,25.4,23.7,21.2,78,47,no,7.7,90.0,19.6,2032,10,2
1018.7,27.8,25.1,23.3,19.1,70,68,yes,10.5,70.0,32.4,2032,10,3
1026.6,18.6,17.3,16.3,12.8,75,85,yes,1.0,20.0,25.9,2032,10,4
1008.5,31.2,29.2,26.9,26.5,86,88,yes,0.2,230.0,18.0,2032,10,5
1011.2,27.1,24.8,22.5,19.4,73,69,yes,7.2,10.0,21.9,2032,10,6
1008.7,31.5,29.4,27.3,25.8,82,84,yes,1.8,190.0,25.1,2032,10,7
1005.7,31.1,27.9,26.6,25.8,89,80,yes,4.5,220.0,14.6,2032,10,8
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2032,10,9
1027.4,17.6,15.2,14.0,11.6,79,88,yes,0.2,30.0,15.2,2032,10,10
1006.9,26.2,25.2,24.3,24.2,94,88,yes,0.1,40.0,22.3,2032,10,11
1008.1,31.7,28.9,27.8,25.3,81,78,yes,1.1,40.0,16.4,2032,10,12
1014.1,26.8,26.0,25.3,25.4,97,86,yes,0.4,100.0,30.4,2032,10,13
1010.5,28.1,24.7,20.6,22.7,89,81,yes,3.5,210.0,15.3,2032,10,14
1016.7,23.1,20.8,19.2,16.9,79,83,yes,0.5,30.0,13.3,2032,10,15
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2032,10,16
1017.4,21.8,20.5,20.1,18.1,86,88,yes,0.0,70.0,35.3,2032,10,17
1012.4,31.6,27.9,26.5,23.1,76,82,yes,4.2,10.0,30.6,2032,10,18
1021.2,24.1,22.1,20.3,17.4,75,40,no,8.8,60.0,16.0,2032,10,19
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2032,10,20
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2032,10,21
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2032,10,22
1007.9,29.6,28.0,26.4,25.6,87,84,yes,0.1,230.0,22.9,2032,10,23
1010.1,22.8,21.5,20.1,19.9,91,89,yes,0.0,70.0,31.8,2032,10,24
1008.4,34.0,30.4,28.0,24.6,72,21,no,12.1,240.0,16.0,2032,10,25
1011.6,32.3,28.9,26.8,24.5,78,54,no,11.4,100.0,9.8,2032,10,26
1019.9,18.5,17.3,16.1,13.7,79,86,no,0.6,20.0,23.9,2032,10,27
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2032,10,28
1026.4,20.5,17.8,15.5,13.0,74,66,no,5.7,20.0,23.3,2032,10,29
1022.5,17.2,15.2,13.4,4.3,49,11,no,9.3,10.0,48.0,2032,10,30
1000.0,32.9,30.6,28.0,24.2,69,30,yes,7.6,220.0,11.7,2032,10,31
1010.1,30.6,28.7,26.9,25.0,81,69,no,3.9,170.0,16.3,2032,11,1
1023.9,19.6,14.8,11.6,4.3,52,0,no,10.2,40.0,16.7,2032,11,2
1018.2,17.4,16.1,14.8,15.7,98,100,yes,0.0,60.0,28.8,2032,11,3
1009.3,33.7,30.6,28.7,25.6,75,51,no,10.0,200.0,12.6,2032,11,4
1009.8,31.9,29.2,25.6,25.6,82,70,yes,6.4,220.0,22.6,2032,11,5
1020.3,20.6,19.9,18.7,17.6,87,88,yes,0.3,60.0,27.3,2032,11,6
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2032,11,7
1007.7,32.8,30.1,28.1,25.7,77,59,no,10.4,230.0,16.6,2032,11,8
1010.9,27.7,25.8,24.5,24.8,94,88,yes,0.0,110.0,16.5,2032,11,9
998.5,34.7,31.0,26.9,24.8,71,80,yes,10.0,220.0,26.4,2032,11,10
1012.0,31.2,28.2,26.5,23.0,74,44,yes,10.1,70.0,26.2,2032,11,11
1011.5,23.4,22.2,20.4,20.9,92,90,yes,0.5,50.0,23.7,2032,11,12
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2032,11,13
1007.2,29.6,28.3,26.7,25.9,87,82,yes,0.5,250.0,21.3,2032,11,14
1018.2,17.4,16.1,14.8,15.7,98,100,yes,0.0,60.0,28.8,2032,11,15
1008.2,27.7,24.9,22.6,22.8,88,81,yes,0.3,240.0,13.0,2032,11,16
1017.9,17.4,16.6,15.9,15.9,96,91,yes,0.2,50.0,25.0,2032,11,17
1008.4,28.8,27.3,24.7,26.0,93,88,yes,0.5,130.0,24.8,2032,11,18
1019.8,26.0,22.6,19.7,16.0,67,72,yes,7.5,20.0,22.5,2032,11,19
1006.2,29.6,27.8,26.5,24.8,84,87,yes,3.1,230.0,11.0,2032,11,20
1014.8,18.2,17.1,16.4,16.3,95,95,yes,0.1,60.0,38.3,2032,11,21
1017.7,17.1,16.1,15.1,15.3,95,100,yes,0.0,50.0,26.2,2032,11,22
1012.3,24.6,23.7,23.2,20.1,80,86,yes,0.3,80.0,39.5,2032,11,23
1010.3,33.1,30.0,27.8,26.0,80,83,yes,6.3,190.0,24.4,2032,11,24
1016.8,24.7,22.3,21.1,20.7,91,70,yes,6.0,40.0,9.4,2032,11,25
1005.7,31.1,27.9,26.6,25.8,89,80,yes,4.5,220.0,14.6,2032,11,26
1013.3,26.5,23.1,21.5,21.6,91,83,no,6.9,70.0,20.0,2032,11,27
1008.8,32.1,29.8,28.0,26.0,80,73,yes,9.8,220.0,22.8,2032,11,28
1006.5,31.2,28.3,26.9,24.4,79,84,yes,4.5,210.0,8.9,2032,11,29
1011.6,27.5,25.7,24.4,23.2,86,88,yes,1.2,200.0,17.3,2032,11,30
1019.7,20.3,19.3,18.0,18.4,95,91,yes,0.0,40.0,14.2,2032,12,1
1019.0,24.9,23.1,21.0,16.8,67,88,yes,0.0,50.0,28.2,2032,12,2
1014.6,22.9,21.6,20.2,19.5,88,89,yes,0.2,40.0,20.9,2032,12,3
1026.6,18.6,17.3,16.3,12.8,75,85,yes,1.0,20.0,25.9,2032,12,4
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2032,12,5
1009.2,26.3,23.3,21.3,21.9,92,93,yes,0.0,190.0,20.5,2032,12,6
1005.9,34.0,30.2,27.9,25.6,77,53,yes,10.5,270.0,11.3,2032,12,7
1013.9,27.2,25.5,24.4,23.8,90,51,no,7.0,80.0,17.2,2032,12,8
1018.9,25.2,22.4,20.4,17.7,75,56,yes,6.0,100.0,15.7,2032,12,9
1007.0,33.0,30.2,28.6,26.4,81,78,yes,6.2,230.0,22.4,2032,12,10
1008.4,34.1,30.4,28.4,24.7,72,20,no,11.4,210.0,9.6,2032,12,11
1021.9,15.0,13.7,11.7,11.8,89,95,yes,0.0,40.0,18.6,2032,12,12
1006.7,32.2,28.7,26.9,26.3,87,71,yes,4.7,90.0,14.0,2032,12,13
1011.4,31.2,28.7,27.3,25.2,82,80,no,3.8,150.0,9.5,2032,12,14
1013.7,26.6,24.3,21.1,19.9,77,85,yes,0.6,20.0,30.2,2032,12,15
1015.4,16.1,15.1,14.5,14.6,97,97,yes,0.0,50.0,37.5,2032,12,16
1025.3,19.2,17.3,15.2,13.3,78,86,yes,1.2,20.0,20.9,2032,12,17
1013.4,30.8,26.2,23.6,19.5,69,17,no,10.5,70.0,12.4,2032,12,18
1024.1,14.4,12.9,11.6,8.9,77,91,yes,0.0,20.0,19.2,2032,12,19
1020.9,23.8,18.7,15.4,14.0,75,46,no,10.0,40.0,14.7,2032,12,20
1008.5,33.2,30.6,29.0,26.2,78,69,no,9.2,230.0,23.7,2032,12,21
1008.5,31.2,29.2,26.9,26.5,86,88,yes,0.2,230.0,18.0,2032,12,22
1010.3,34.2,30.1,27.8,26.1,80,41,no,12.0,130.0,12.4,2032,12,23
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2032,12,24
1005.6,31.3,29.7,27.4,20.0,56,53,no,10.4,230.0,15.5,2032,12,25
1019.3,17.5,16.5,15.6,12.9,79,81,yes,1.5,60.0,33.2,2032,12,26
1012.0,21.9,19.5,17.2,19.0,97,92,yes,0.1,30.0,13.1,2032,12,27
1014.5,17.0,15.8,14.4,15.1,96,99,yes,0.0,50.0,22.8,2032,12,28
1017.9,17.4,16.6,15.9,15.9,96,91,yes,0.2,50.0,25.0,2032,12,29
1014.2,27.7,25.4,24.0,23.4,89,86,yes,2.8,70.0,28.3,2032,12,30
1020.3,16.3,15.3,14.6,13.3,88,94,yes,0.0,40.0,22.2,2032,12,31
1011.5,23.4,22.2,20.4,20.9,92,90,yes,0.5,50.0,23.7,2033,1,1
1013.7,25.9,24.8,23.6,23.5,93,74,yes,2.3,80.0,25.5,2033,1,2
1015.2,24.8,24.2,23.5,22.3,89,84,yes,0.1,80.0,35.8,2033,1,3
1006.4,29.1,27.5,26.0,25.5,89,88,yes,1.2,130.0,32.5,2033,1,4
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2033,1,5
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2033,1,6
1010.1,22.8,21.5,20.1,19.9,91,89,yes,0.0,70.0,31.8,2033,1,7
1016.9,25.9,24.9,24.0,21.4,81,88,yes,1.1,80.0,46.3,2033,1,8
1008.5,34.4,30.8,28.6,26.3,78,59,yes,9.1,170.0,12.1,2033,1,9
1027.1,13.5,10.4,8.1,2.5,59,85,yes,0.4,20.0,21.3,2033,1,10
1012.0,31.2,28.2,26.5,23.0,74,44,yes,10.1,70.0,26.2,2033,1,11
1022.5,22.9,20.8,19.2,15.0,70,49,no,8.6,70.0,34.0,2033,1,12
1009.1,35.1,31.3,29.4,26.3,75,57,yes,9.9,160.0,11.9,2033,1,13
1025.9,19.9,18.3,16.8,13.1,72,49,yes,9.3,80.0,26.3,2033,1,14
1005.7,29.2,27.1,25.4,25.8,93,96,yes,0.0,220.0,29.8,2033,1,15
1015.5,20.9,19.3,17.6,16.8,86,80,yes,5.1,20.0,10.2,2033,1,16
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2033,1,17
1022.0,21.7,18.9,17.2,15.6,81,83,yes,0.6,50.0,15.3,2033,1,18
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2033,1,19
1002.4,33.2,30.7,28.3,24.3,70,48,no,7.8,10.0,11.0,2033,1,20
1017.0,29.2,26.7,25.5,23.3,82,46,yes,9.5,110.0,15.8,2033,1,21
1014.5,17.0,15.8,14.4,15.1,96,99,yes,0.0,50.0,22.8,2033,1,22
1008.0,33.8,30.2,28.4,25.8,78,67,yes,10.2,220.0,18.1,2033,1,23
1019.5,25.8,23.7,22.3,18.8,74,82,yes,2.4,70.0,32.9,2033,1,24
1022.5,22.9,20.8,19.2,15.0,70,49,no,8.6,70.0,34.0,2033,1,25
1025.9,15.2,13.2,11.5,-0.4,39,25,no,9.1,20.0,35.6,2033,1,26
1010.9,27.5,25.9,24.1,24.2,90,86,yes,1.1,190.0,16.0,2033,1,27
1016.7,26.6,24.5,23.3,19.8,76,35,yes,9.8,70.0,31.2,2033,1,28
1013.0,24.9,22.4,20.3,21.4,94,85,yes,1.5,40.0,12.5,2033,1,29
1014.5,26.9,24.3,22.3,21.2,83,74,yes,5.5,30.0,13.8,2033,1,30
1010.7,26.1,23.7,21.0,22.0,90,81,yes,1.0,300.0,11.1,2033,1,31
1012.0,21.9,19.5,17.2,19.0,97,92,yes,0.1,30.0,13.1,2033,2,1
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2033,2,2
